OppRk,Opponent,Result,Effect,Status,PctOfRanking,Date,Event,Win,Pts,OppPts,GameScore,PtDiff,OpponentRating,TeamRatingPostgame,GameValue,TeamRatingPregame,GameValueUsed,RatingsImpact,Team,TeamPOPS,OppPOPS
23,William & Mary,Loss 11-13,-4,Counts,0.042699999999999995,2022-04-24,Virginia D I College Mens CC 2022,0,11,13,-228.84,-2,1700.57,1565.41,1471.73,1569.41,1471.73,62.842870999999995,Virginia,0.4583333333333333,0.5416666666666666
2,North Carolina,Loss 2-13,-0.68,Counts,0.0479,2022-05-07,Atlantic Coast D I College Mens Regionals 2022,0,2,13,-600,-11,2147.8,1562.1,1547.8000000000002,1562.78,1547.8000000000002,74.13962000000001,Virginia,0.13333333333333333,0.8666666666666667
11,North Carolina State,Loss 8-12,-5.28,Counts,0.0479,2022-05-07,Atlantic Coast D I College Mens Regionals 2022,0,8,12,-441.15,-4,1897.64,1566.69,1456.4900000000002,1571.97,1456.4900000000002,69.765871,Virginia,0.4,0.6
55,Georgetown,Win 13-11,5.89,Counts,0.0479,2022-05-07,Atlantic Coast D I College Mens Regionals 2022,1,13,11,228.84,2,1449.63,1555.52,1678.47,1549.6299999999999,1678.47,80.398713,Virginia,0.5416666666666666,0.4583333333333333
68,Virginia Tech,Win 13-12,-3.68,Counts,0.0479,2022-05-07,Atlantic Coast D I College Mens Regionals 2022,1,13,12,125,1,1363.18,1565.1,1488.18,1568.78,1488.18,71.283822,Virginia,0.52,0.48
24,Maryland,Loss 10-15,-16.05,Counts,0.0479,2022-05-08,Atlantic Coast D I College Mens Regionals 2022,0,10,15,-453.6,-5,1695.97,1577.46,1242.37,1593.51,1242.37,59.509522999999994,Virginia,0.4,0.6
37,North Carolina-Charlotte,Win 13-12,6.03,Counts,0.0479,2022-05-08,Atlantic Coast D I College Mens Regionals 2022,1,13,12,125,1,1556.38,1555.38,1681.38,1549.3500000000001,1681.38,80.53810200000001,Virginia,0.52,0.48
91,Princeton,Win 13-10,-0.36,Counts,0.1144,2022-03-26,Rodeo,1,13,10,328.14,3,1225.88,1557.13,1554.02,1557.49,1554.02,177.779888,St. Olaf,0.5652173913043478,0.43478260869565216
85,Richmond,Win 9-8,-22.36,Counts,0.1082,2022-03-26,Rodeo,1,9,8,125,1,1247.58,1579.14,1372.58,1601.5,1372.58,148.513156,St. Olaf,0.5294117647058824,0.47058823529411764
91,Princeton,Win 12-9,1.87,Counts,0.1144,2022-03-27,Rodeo,1,12,9,345.37,3,1225.88,1554.91,1571.25,1553.0400000000002,1571.25,179.751,St. Olaf,0.5714285714285714,0.42857142857142855
32,Middlebury,Win 13-12,20.54,Counts,0.1144,2022-03-27,Rodeo,1,13,12,125,1,1590.75,1536.24,1715.75,1515.7,1715.75,196.2818,St. Olaf,0.52,0.48
96,Carleton College-CHOP,Win 13-6,39.5,Counts,0.1361,2022-04-16,Northwoods D III College Mens CC 2022,1,13,6,600,7,1207.5,1517.28,1807.5,1477.78,1807.5,246.00075,St. Olaf,0.6842105263157895,0.3157894736842105
96,Carleton College-CHOP,Win 13-3,48.41,Counts,0.1618,2022-05-07,North Central D III College Mens Regionals 2022,1,13,3,600,10,1207.5,1508.37,1807.5,1459.9599999999998,1807.5,292.4535,St. Olaf,0.8125,0.1875
29,Purdue,Win 9-7,7.92,Counts,0.0227,2022-02-12,Queen City Tune Up 2022,1,9,7,279.34,2,1617.34,1548.46,1896.6799999999998,1540.54,1896.6799999999998,43.054636,North Carolina-Charlotte,0.5625,0.4375
9,Georgia,Loss 6-11,-3.44,Counts,0.023399999999999997,2022-02-12,Queen City Tune Up 2022,0,6,11,-546.69,-5,1959.86,1559.82,1413.1699999999998,1563.26,1413.1699999999998,33.06817799999999,North Carolina-Charlotte,0.35294117647058826,0.6470588235294118
23,William & Mary,Loss 9-12,-5.11,Counts,0.0248,2022-02-12,Queen City Tune Up 2022,0,9,12,-345.37,-3,1700.57,1561.49,1355.1999999999998,1566.6,1355.1999999999998,33.608959999999996,North Carolina-Charlotte,0.42857142857142855,0.5714285714285714
18,Ohio State,Win 13-7,19.58,Counts,0.0248,2022-02-13,Queen City Tune Up 2022,1,13,7,557.53,6,1769.34,1536.8,2326.87,1517.22,2326.87,57.706376,North Carolina-Charlotte,0.65,0.35
35,Virginia,Win 15-8,14.48,Counts,0.0248,2022-02-13,Queen City Tune Up 2022,1,15,8,564.81,7,1561.41,1541.9,2126.2200000000003,1527.42,2126.2200000000003,52.730256000000004,North Carolina-Charlotte,0.6521739130434783,0.34782608695652173
6,Vermont,Loss 10-15,-0.31,Counts,0.0248,2022-02-13,Queen City Tune Up 2022,0,10,15,-453.6,-5,1997.7,1556.69,1544.1,1557,1544.1,38.293679999999995,North Carolina-Charlotte,0.4,0.6
44,Cincinnati,Win 15-11,9.89,Counts,0.0278,2022-02-26,Easterns Qualifiers 2022,1,15,11,381.16,4,1521.03,1546.49,1902.19,1536.6,1902.19,52.880882,North Carolina-Charlotte,0.5769230769230769,0.4230769230769231
26,Auburn,Loss 11-14,-5.97,Counts,0.0278,2022-02-26,Easterns Qualifiers 2022,0,11,14,-313.34,-3,1660.94,1562.35,1347.6000000000001,1568.32,1347.6000000000001,37.463280000000005,North Carolina-Charlotte,0.44,0.56
45,Georgia Tech,Win 12-10,5.77,Counts,0.0278,2022-02-26,Easterns Qualifiers 2022,1,12,10,238.12,2,1519.91,1550.61,1758.0300000000002,1544.84,1758.0300000000002,48.873234000000004,North Carolina-Charlotte,0.5454545454545454,0.45454545454545453
38,South Carolina,Loss 12-13,-4.07,Counts,0.0278,2022-02-27,Easterns Qualifiers 2022,0,12,13,-125,-1,1539.25,1560.45,1414.25,1564.52,1414.25,39.31615,North Carolina-Charlotte,0.48,0.52
6,Vermont,Loss 14-15,9.05,Counts,0.0278,2022-02-27,Easterns Qualifiers 2022,0,14,15,-125,-1,1997.7,1547.33,1872.7,1538.28,1872.7,52.06106,North Carolina-Charlotte,0.4827586206896552,0.5172413793103449
35,Virginia,Loss 5-11,-15.59,Counts,0.0255,2022-02-27,Easterns Qualifiers 2022,0,5,11,-600,-6,1561.41,1571.97,961.4100000000001,1587.56,961.4100000000001,24.515955,North Carolina-Charlotte,0.3125,0.6875
55,Georgetown,Win 8-7,0.55,Counts,0.0294,2022-03-19,Oak Creek Invite,1,8,7,125,1,1449.63,1555.83,1574.63,1555.28,1574.63,46.294122,North Carolina-Charlotte,0.5333333333333333,0.4666666666666667
97,Williams,Win 13-6,8.38,Counts,0.0331,2022-03-19,Oak Creek Invite,1,13,6,600,7,1201.4,1548,1801.4,1539.62,1801.4,59.62634,North Carolina-Charlotte,0.6842105263157895,0.3157894736842105
57,Carnegie Mellon,Win 12-11,0.26,Counts,0.0331,2022-03-20,Oak Creek Invite,1,12,11,125,1,1439.12,1556.12,1564.12,1555.86,1564.12,51.77237199999999,North Carolina-Charlotte,0.5217391304347826,0.4782608695652174
11,North Carolina State,Loss 9-13,-3.57,Counts,0.044199999999999996,2022-04-23,Carolina D I College Mens CC 2022,0,9,13,-418.57,-4,1897.64,1559.95,1479.0700000000002,1563.52,1479.0700000000002,65.374894,North Carolina-Charlotte,0.4090909090909091,0.5909090909090909
28,North Carolina-Wilmington,Win 11-10,9.06,Counts,0.044199999999999996,2022-04-23,Carolina D I College Mens CC 2022,1,11,10,125,1,1627.39,1547.33,1752.39,1538.27,1752.39,77.455638,North Carolina-Charlotte,0.5238095238095238,0.47619047619047616
38,South Carolina,Loss 10-13,-15.95,Counts,0.044199999999999996,2022-04-24,Carolina D I College Mens CC 2022,0,10,13,-328.14,-3,1539.25,1572.33,1211.1100000000001,1588.28,1211.1100000000001,53.531062,North Carolina-Charlotte,0.43478260869565216,0.5652173913043478
2,North Carolina,Loss 11-15,9.71,Counts,0.044199999999999996,2022-04-24,Carolina D I College Mens CC 2022,0,11,15,-381.16,-4,2147.8,1546.67,1766.64,1536.96,1766.64,78.085488,North Carolina-Charlotte,0.4230769230769231,0.5769230769230769
24,Maryland,Loss 10-13,-9.83,Counts,0.0496,2022-05-07,Atlantic Coast D I College Mens Regionals 2022,0,10,13,-328.14,-3,1695.97,1566.21,1367.83,1576.04,1367.83,67.84436799999999,North Carolina-Charlotte,0.43478260869565216,0.5652173913043478
11,North Carolina State,Loss 5-13,-13.49,Counts,0.0496,2022-05-07,Atlantic Coast D I College Mens Regionals 2022,0,5,13,-600,-8,1897.64,1569.87,1297.64,1583.36,1297.64,64.362944,North Carolina-Charlotte,0.2777777777777778,0.7222222222222222
22,Duke,Loss 10-13,-9.46,Counts,0.0496,2022-05-07,Atlantic Coast D I College Mens Regionals 2022,0,10,13,-328.14,-3,1703.18,1565.84,1375.04,1575.3,1375.04,68.201984,North Carolina-Charlotte,0.43478260869565216,0.5652173913043478
28,North Carolina-Wilmington,Win 11-10,10.22,Counts,0.0496,2022-05-07,Atlantic Coast D I College Mens Regionals 2022,1,11,10,125,1,1627.39,1546.16,1752.39,1535.94,1752.39,86.918544,North Carolina-Charlotte,0.5238095238095238,0.47619047619047616
55,Georgetown,Loss 13-14,-12.09,Counts,0.0496,2022-05-08,Atlantic Coast D I College Mens Regionals 2022,0,13,14,-125,-1,1449.63,1568.47,1324.63,1580.56,1324.63,65.701648,North Carolina-Charlotte,0.48148148148148145,0.5185185185185185
35,Virginia,Loss 12-13,-6.26,Counts,0.0496,2022-05-08,Atlantic Coast D I College Mens Regionals 2022,0,12,13,-125,-1,1561.41,1562.64,1436.41,1568.9,1436.41,71.245936,North Carolina-Charlotte,0.48,0.52
28,North Carolina-Wilmington,Loss 10-11,-1.16,Counts,0.0305,2022-01-29,Carolina Kickoff 2022,0,10,11,-125,-1,1627.39,1540.41,1502.39,1541.5700000000002,1502.39,45.822895,South Carolina,0.47619047619047616,0.5238095238095238
11,North Carolina State,Loss 7-15,-7.6,Counts,0.0305,2022-01-29,Carolina Kickoff 2022,0,7,15,-600,-8,1897.64,1546.85,1297.64,1554.4499999999998,1297.64,39.57802,South Carolina,0.3181818181818182,0.6818181818181818
55,Georgetown,Win 10-9,1.11,Counts,0.0305,2022-01-29,Carolina Kickoff 2022,1,10,9,125,1,1449.63,1538.14,1574.63,1537.0300000000002,1574.63,48.026215,South Carolina,0.5263157894736842,0.47368421052631576
57,Carnegie Mellon,Win 15-12,8,Counts,0.0384,2022-02-26,Easterns Qualifiers 2022,1,15,12,300.49,3,1439.12,1531.25,1739.61,1523.25,1739.61,66.80102399999998,South Carolina,0.5555555555555556,0.4444444444444444
66,James Madison,Win 15-14,-1.13,Counts,0.0384,2022-02-26,Easterns Qualifiers 2022,1,15,14,125,1,1385.92,1540.38,1510.92,1541.5100000000002,1510.92,58.019327999999994,South Carolina,0.5172413793103449,0.4827586206896552
6,Vermont,Loss 8-15,-4.25,Counts,0.0384,2022-02-26,Easterns Qualifiers 2022,0,8,15,-564.81,-7,1997.7,1543.5,1432.89,1547.75,1432.89,55.022976,South Carolina,0.34782608695652173,0.6521739130434783
56,Alabama,Win 13-9,12.84,Counts,0.0384,2022-02-26,Easterns Qualifiers 2022,1,13,9,418.57,4,1442.12,1526.41,1860.6899999999998,1513.5700000000002,1860.6899999999998,71.45049599999999,South Carolina,0.5909090909090909,0.4090909090909091
44,Cincinnati,Loss 10-11,-5.72,Counts,0.0384,2022-02-27,Easterns Qualifiers 2022,0,10,11,-125,-1,1521.03,1544.97,1396.03,1550.69,1396.03,53.60755199999999,South Carolina,0.47619047619047616,0.5238095238095238
26,Auburn,Loss 12-15,-7.14,Counts,0.0384,2022-02-27,Easterns Qualifiers 2022,0,12,15,-300.49,-3,1660.94,1546.39,1360.45,1553.5300000000002,1360.45,52.241279999999996,South Carolina,0.4444444444444444,0.5555555555555556
37,North Carolina-Charlotte,Win 13-12,5.68,Counts,0.0384,2022-02-27,Easterns Qualifiers 2022,1,13,12,125,1,1556.38,1533.57,1681.38,1527.8899999999999,1681.38,64.564992,South Carolina,0.52,0.48
78,Charleston,Win 13-3,22.18,Counts,0.061,2022-04-23,Carolina D I College Mens CC 2022,1,13,3,600,10,1280.82,1517.07,1880.82,1494.8899999999999,1880.82,114.73002,South Carolina,0.8125,0.1875
2,North Carolina,Loss 8-13,7.3,Counts,0.061,2022-04-23,Carolina D I College Mens CC 2022,0,8,13,-496.16,-5,2147.8,1531.95,1651.64,1524.65,1651.64,100.75004,South Carolina,0.38095238095238093,0.6190476190476191
22,Duke,Win 11-10,18.76,Counts,0.061,2022-04-23,Carolina D I College Mens CC 2022,1,11,10,125,1,1703.18,1520.49,1828.18,1501.73,1828.18,111.51898,South Carolina,0.5238095238095238,0.47619047619047616
11,North Carolina State,Loss 7-15,-15.69,Counts,0.061,2022-04-24,Carolina D I College Mens CC 2022,0,7,15,-600,-8,1897.64,1554.94,1297.64,1570.63,1297.64,79.15604,South Carolina,0.3181818181818182,0.6818181818181818
37,North Carolina-Charlotte,Win 13-10,22.42,Counts,0.061,2022-04-24,Carolina D I College Mens CC 2022,1,13,10,328.14,3,1556.38,1516.83,1884.52,1494.4099999999999,1884.52,114.95572,South Carolina,0.5652173913043478,0.43478260869565216
11,North Carolina State,Loss 6-15,-15.69,Counts,0.061,2022-04-24,Carolina D I College Mens CC 2022,0,6,15,-600,-9,1897.64,1554.94,1297.64,1570.63,1297.64,79.15604,South Carolina,0.2857142857142857,0.7142857142857143
68,Virginia Tech,Win 13-9,17.82,Counts,0.0684,2022-05-07,Atlantic Coast D I College Mens Regionals 2022,1,13,9,418.57,4,1363.18,1521.43,1781.75,1503.6100000000001,1781.75,121.8717,South Carolina,0.5909090909090909,0.4090909090909091
23,William & Mary,Loss 8-13,-24.6,Counts,0.0684,2022-05-07,Atlantic Coast D I College Mens Regionals 2022,0,8,13,-496.16,-5,1700.57,1563.85,1204.4099999999999,1588.4499999999998,1204.4099999999999,82.381644,South Carolina,0.38095238095238093,0.6190476190476191
55,Georgetown,Loss 10-11,-15.77,Counts,0.0684,2022-05-07,Atlantic Coast D I College Mens Regionals 2022,0,10,11,-125,-1,1449.63,1555.02,1324.63,1570.79,1324.63,90.60469200000001,South Carolina,0.47619047619047616,0.5238095238095238
28,North Carolina-Wilmington,Loss 10-13,-17.63,Counts,0.0684,2022-05-07,Atlantic Coast D I College Mens Regionals 2022,0,10,13,-328.14,-3,1627.39,1556.88,1299.25,1574.5100000000002,1299.25,88.8687,South Carolina,0.43478260869565216,0.5652173913043478
40,California-Santa Cruz,Win 10-7,12.69,Counts,0.0317,2022-02-06,Stanford Open 2022,1,10,7,389.67,3,1536.78,1526.2,1926.45,1513.51,1926.45,61.068464999999996,Western Washington,0.5882352941176471,0.4117647058823529
61,Stanford,Win 8-7,0.44,Counts,0.0375,2022-03-05,Stanford Invite 2022,1,8,7,125,1,1425.12,1538.45,1550.12,1538.01,1550.12,58.12949999999999,Western Washington,0.5333333333333333,0.4666666666666667
84,Santa Clara,Win 8-5,6.22,Counts,0.0349,2022-03-05,Stanford Invite 2022,1,8,5,453.6,3,1257.14,1532.67,1710.7400000000002,1526.45,1710.7400000000002,59.70482600000001,Western Washington,0.6153846153846154,0.38461538461538464
47,Florida,Loss 11-12,-7.12,Counts,0.042199999999999994,2022-03-05,Stanford Invite 2022,0,11,12,-125,-1,1502.41,1546.01,1377.41,1553.1299999999999,1377.41,58.126701999999995,Western Washington,0.4782608695652174,0.5217391304347826
19,Tufts,Loss 6-12,-16.06,Counts,0.041100000000000005,2022-03-05,Stanford Invite 2022,0,6,12,-579.31,-6,1743.43,1554.95,1164.1200000000001,1571.01,1164.1200000000001,47.84533200000001,Western Washington,0.3333333333333333,0.6666666666666666
10,Washington,Loss 6-13,-10.1,Counts,0.042199999999999994,2022-03-05,Stanford Invite 2022,0,6,13,-600,-7,1909.86,1548.99,1309.86,1559.09,1309.86,55.27609199999999,Western Washington,0.3157894736842105,0.6842105263157895
40,California-Santa Cruz,Loss 8-9,-5.29,Counts,0.039900000000000005,2022-03-06,Stanford Invite 2022,0,8,9,-125,-1,1536.78,1544.18,1411.78,1549.47,1411.78,56.33002200000001,Western Washington,0.47058823529411764,0.5294117647058824
47,Florida,Win 11-9,9.38,Counts,0.042199999999999994,2022-03-06,Stanford Invite 2022,1,11,9,249.21,2,1502.41,1529.51,1751.6200000000001,1520.1299999999999,1751.6200000000001,73.918364,Western Washington,0.55,0.45
20,Oregon,Win 13-11,26.83,Counts,0.059699999999999996,2022-04-16,Cascadia D I College Mens CC 2022,1,13,11,228.84,2,1732.6,1512.06,1961.4399999999998,1485.23,1961.4399999999998,117.09796799999998,Western Washington,0.5416666666666666,0.4583333333333333
41,Oregon State,Win 13-10,20.41,Counts,0.059699999999999996,2022-04-16,Cascadia D I College Mens CC 2022,1,13,10,328.14,3,1532.08,1518.48,1860.2199999999998,1498.07,1860.2199999999998,111.05513399999998,Western Washington,0.5652173913043478,0.43478260869565216
20,Oregon,Loss 5-7,-6.7,Counts,0.0475,2022-04-17,Cascadia D I College Mens CC 2022,0,5,7,-328.14,-2,1732.6,1545.59,1404.46,1552.29,1404.46,66.71185,Western Washington,0.4166666666666667,0.5833333333333334
43,Victoria,Win 10-8,15.25,Counts,0.0581,2022-04-17,Cascadia D I College Mens CC 2022,1,10,8,262.67,2,1523.43,1523.64,1786.1000000000001,1508.39,1786.1000000000001,103.77241000000001,Western Washington,0.5555555555555556,0.4444444444444444
10,Washington,Loss 6-13,-14.54,Counts,0.059699999999999996,2022-04-17,Cascadia D I College Mens CC 2022,0,6,13,-600,-7,1909.86,1553.43,1309.86,1567.97,1309.86,78.19864199999999,Western Washington,0.3157894736842105,0.6842105263157895
43,Victoria,Loss 4-13,-47.04,Counts,0.071,2022-05-07,Northwest D I College Mens Regionals 2022,0,4,13,-600,-9,1523.43,1585.93,923.4300000000001,1632.97,923.4300000000001,65.56353,Western Washington,0.23529411764705882,0.7647058823529411
10,Washington,Loss 5-13,-17.51,Counts,0.071,2022-05-07,Northwest D I College Mens Regionals 2022,0,5,13,-600,-8,1909.86,1556.4,1309.86,1573.91,1309.86,93.00005999999999,Western Washington,0.2777777777777778,0.7222222222222222
49,Utah,Win 13-10,21.72,Counts,0.071,2022-05-08,Northwest D I College Mens Regionals 2022,1,13,10,328.14,3,1494.93,1517.17,1823.0700000000002,1495.45,1823.0700000000002,129.43797,Western Washington,0.5652173913043478,0.43478260869565216
42,Colorado State,Win 13-8,9.83,Counts,0.02,2022-01-29,Santa Barbara Invite 2022,1,13,8,496.16,5,1523.44,1526.95,2019.6000000000001,1517.1200000000001,2019.6000000000001,40.392,California-Santa Cruz,0.6190476190476191,0.38095238095238093
14,California,Loss 8-15,-5.53,Counts,0.02,2022-01-29,Santa Barbara Invite 2022,0,8,15,-564.81,-7,1830.1,1542.31,1265.29,1547.84,1265.29,25.3058,California-Santa Cruz,0.34782608695652173,0.6521739130434783
30,Washington University,Loss 7-10,-6.09,Counts,0.0189,2022-01-29,Santa Barbara Invite 2022,0,7,10,-389.67,-3,1609.95,1542.87,1220.28,1548.9599999999998,1220.28,23.063292,California-Santa Cruz,0.4117647058823529,0.5882352941176471
70,Chicago,Win 10-8,1.43,Counts,0.0194,2022-01-30,Santa Barbara Invite 2022,1,10,8,262.67,2,1346.09,1535.35,1608.76,1533.9199999999998,1608.76,31.209944,California-Santa Cruz,0.5555555555555556,0.4444444444444444
65,California-Santa Barbara,Win 12-11,-0.5,Counts,0.02,2022-01-30,Santa Barbara Invite 2022,1,12,11,125,1,1387.07,1537.28,1512.07,1537.78,1512.07,30.2414,California-Santa Cruz,0.5217391304347826,0.4782608695652174
30,Washington University,Win 9-6,8.88,Counts,0.0177,2022-01-30,Santa Barbara Invite 2022,1,9,6,418.57,3,1609.95,1527.9,2028.52,1519.02,2028.52,35.904804,California-Santa Cruz,0.6,0.4
84,Santa Clara,Win 9-4,5.7,Counts,0.0175,2022-02-06,Stanford Open 2022,1,9,4,600,5,1257.14,1531.07,1857.14,1525.37,1857.14,32.499950000000005,California-Santa Cruz,0.6923076923076923,0.3076923076923077
39,Western Washington,Loss 7-10,-7.91,Counts,0.02,2022-02-06,Stanford Open 2022,0,7,10,-389.67,-3,1538.89,1544.69,1149.22,1552.6000000000001,1149.22,22.9844,California-Santa Cruz,0.4117647058823529,0.5882352941176471
3,University of Colorado - Boulder,Loss 5-15,-0.6,Counts,0.023700000000000002,2022-02-19,Presidents Day Invite 2022,0,5,15,-600,-10,2112.25,1537.37,1512.25,1537.9699999999998,1512.25,35.840325,California-Santa Cruz,0.25,0.75
31,UCLA,Loss 8-10,-4.55,Counts,0.0231,2022-02-19,Presidents Day Invite 2022,0,8,10,-262.67,-2,1607.12,1541.33,1344.4499999999998,1545.8799999999999,1344.4499999999998,31.056794999999994,California-Santa Cruz,0.4444444444444444,0.5555555555555556
62,California-San Diego,Win 13-10,4.9,Counts,0.023700000000000002,2022-02-19,Presidents Day Invite 2022,1,13,10,328.14,3,1410.32,1531.87,1738.46,1526.9699999999998,1738.46,41.201502000000005,California-Santa Cruz,0.5652173913043478,0.43478260869565216
90,Arizona,Win 10-8,-1.12,Counts,0.0231,2022-02-20,Presidents Day Invite 2022,1,10,8,262.67,2,1226.71,1537.9,1489.38,1539.02,1489.38,34.404678000000004,California-Santa Cruz,0.5555555555555556,0.4444444444444444
81,Cornell,Win 10-7,2.79,Counts,0.022400000000000003,2022-02-20,Presidents Day Invite 2022,1,10,7,389.67,3,1268.51,1533.99,1658.18,1531.2,1658.18,37.143232000000005,California-Santa Cruz,0.5882352941176471,0.4117647058823529
3,University of Colorado - Boulder,Loss 7-11,2.57,Counts,0.0231,2022-02-21,Presidents Day Invite 2022,0,7,11,-466.89,-4,2112.25,1534.21,1645.3600000000001,1531.64,1645.3600000000001,38.007816,California-Santa Cruz,0.3888888888888889,0.6111111111111112
65,California-Santa Barbara,Win 8-7,-0.53,Counts,0.021099999999999997,2022-02-21,Presidents Day Invite 2022,1,8,7,125,1,1387.07,1537.31,1512.07,1537.84,1512.07,31.904676999999996,California-Santa Cruz,0.5333333333333333,0.4666666666666667
75,Southern California,Win 11-6,8.2,Counts,0.0252,2022-03-05,Stanford Invite 2022,1,11,6,546.69,5,1307.42,1528.57,1854.1100000000001,1520.37,1854.1100000000001,46.723572000000004,California-Santa Cruz,0.6470588235294118,0.35294117647058826
19,Tufts,Loss 9-10,2.23,Counts,0.026600000000000002,2022-03-05,Stanford Invite 2022,0,9,10,-125,-1,1743.43,1534.54,1618.43,1532.31,1618.43,43.05023800000001,California-Santa Cruz,0.47368421052631576,0.5263157894736842
20,Oregon,Loss 5-13,-11.06,Counts,0.026600000000000002,2022-03-05,Stanford Invite 2022,0,5,13,-600,-8,1732.6,1547.84,1132.6,1558.8999999999999,1132.6,30.12716,California-Santa Cruz,0.2777777777777778,0.7222222222222222
77,Whitman,Win 10-8,0.38,Counts,0.0259,2022-03-05,Stanford Invite 2022,1,10,8,262.67,2,1288.49,1536.39,1551.16,1536.01,1551.16,40.175044,California-Santa Cruz,0.5555555555555556,0.4444444444444444
77,Whitman,Win 13-8,6.78,Counts,0.026600000000000002,2022-03-06,Stanford Invite 2022,1,13,8,496.16,5,1288.49,1529.99,1784.65,1523.21,1784.65,47.47169000000001,California-Santa Cruz,0.6190476190476191,0.38095238095238093
39,Western Washington,Win 9-8,3.29,Counts,0.0252,2022-03-06,Stanford Invite 2022,1,9,8,125,1,1538.89,1533.49,1663.89,1530.2,1663.89,41.930028,California-Santa Cruz,0.5294117647058824,0.47058823529411764
84,Santa Clara,Win 13-5,12.54,Counts,0.0377,2022-04-16,NorCal D I College Mens CC 2022,1,13,5,600,8,1257.14,1524.24,1857.14,1511.7,1857.14,70.014178,California-Santa Cruz,0.7222222222222222,0.2777777777777778
61,Stanford,Win 11-4,17.49,Counts,0.0346,2022-04-17,NorCal D I College Mens CC 2022,1,11,4,600,7,1425.12,1519.29,2025.12,1501.8,2025.12,70.06915199999999,California-Santa Cruz,0.7333333333333333,0.26666666666666666
61,Stanford,Loss 7-10,-18.53,Counts,0.0356,2022-04-17,NorCal D I College Mens CC 2022,0,7,10,-389.67,-3,1425.12,1555.3,1035.4499999999998,1573.83,1035.4499999999998,36.862019999999994,California-Santa Cruz,0.4117647058823529,0.5882352941176471
14,California,Loss 9-13,-4.9,Counts,0.0377,2022-04-17,NorCal D I College Mens CC 2022,0,9,13,-418.57,-4,1830.1,1541.68,1411.53,1546.5800000000002,1411.53,53.214681,California-Santa Cruz,0.4090909090909091,0.5909090909090909
61,Stanford,Win 13-10,10.15,Counts,0.044800000000000006,2022-05-07,Southwest D I College Mens Regionals 2022,1,13,10,328.14,3,1425.12,1526.62,1753.2599999999998,1516.4699999999998,1753.2599999999998,78.546048,California-Santa Cruz,0.5652173913043478,0.43478260869565216
90,Arizona,Win 13-9,5.09,Counts,0.044800000000000006,2022-05-07,Southwest D I College Mens Regionals 2022,1,13,9,418.57,4,1226.71,1531.69,1645.28,1526.6000000000001,1645.28,73.708544,California-Santa Cruz,0.5909090909090909,0.4090909090909091
7,Cal Poly-SLO,Loss 7-13,-5.53,Counts,0.044800000000000006,2022-05-07,Southwest D I College Mens Regionals 2022,0,7,13,-557.53,-6,1976.49,1542.3,1418.96,1547.83,1418.96,63.56940800000001,California-Santa Cruz,0.35,0.65
84,Santa Clara,Win 13-9,6.52,Counts,0.044800000000000006,2022-05-08,Southwest D I College Mens Regionals 2022,1,13,9,418.57,4,1257.14,1530.26,1675.71,1523.74,1675.71,75.07180800000002,California-Santa Cruz,0.5909090909090909,0.4090909090909091
31,UCLA,Loss 12-13,-2.56,Counts,0.044800000000000006,2022-05-08,Southwest D I College Mens Regionals 2022,0,12,13,-125,-1,1607.12,1539.34,1482.12,1541.8999999999999,1482.12,66.398976,California-Santa Cruz,0.48,0.52
20,Oregon,Loss 7-13,-35.9,Counts,0.09140000000000001,2022-04-16,Cascadia D I College Mens CC 2022,0,7,13,-557.53,-6,1732.6,1567.98,1175.07,1603.88,1175.07,107.401398,Oregon State,0.35,0.65
39,Western Washington,Loss 10-13,-32.31,Counts,0.09140000000000001,2022-04-16,Cascadia D I College Mens CC 2022,0,10,13,-328.14,-3,1538.89,1564.39,1210.75,1596.7,1210.75,110.66255000000001,Oregon State,0.43478260869565216,0.5652173913043478
27,British Columbia,Loss 11-12,-1.63,Counts,0.09140000000000001,2022-04-17,Cascadia D I College Mens CC 2022,0,11,12,-125,-1,1640.88,1533.71,1515.88,1535.3400000000001,1515.88,138.55143200000003,Oregon State,0.4782608695652174,0.5217391304347826
10,Washington,Win 13-9,97.06,Counts,0.10859999999999999,2022-05-07,Northwest D I College Mens Regionals 2022,1,13,9,418.57,4,1909.86,1435.02,2328.43,1337.96,2328.43,252.86749799999996,Oregon State,0.5909090909090909,0.4090909090909091
43,Victoria,Win 12-9,41.04,Counts,0.10859999999999999,2022-05-07,Northwest D I College Mens Regionals 2022,1,12,9,345.37,3,1523.43,1491.04,1868.8000000000002,1450,1868.8000000000002,202.95168,Oregon State,0.5714285714285714,0.42857142857142855
16,Utah State,Loss 5-13,-39.56,Counts,0.10859999999999999,2022-05-08,Northwest D I College Mens Regionals 2022,0,5,13,-600,-8,1807.53,1571.64,1207.53,1611.2,1207.53,131.137758,Oregon State,0.2777777777777778,0.7222222222222222
10,Washington,Loss 7-13,-21.91,Counts,0.10859999999999999,2022-05-08,Northwest D I College Mens Regionals 2022,0,7,13,-557.53,-6,1909.86,1553.99,1352.33,1575.9,1352.33,146.863038,Oregon State,0.35,0.65
40,California-Santa Cruz,Loss 8-13,-12.21,Counts,0.024700000000000003,2022-01-29,Santa Barbara Invite 2022,0,8,13,-496.16,-5,1536.78,1535.65,1040.62,1547.8600000000001,1040.62,25.703314,Colorado State,0.38095238095238093,0.6190476190476191
